locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-16480065548,1-15062718058,Family Medical Group Ltd,Registered,2023-07-06,1A Mereworth Business Centre Danns Lane,Maidstone,,South East,ME18 5LW,07812553865,Kent,0.0,Not rated,,"[{'name': 'Services in slimming clinics', 'code': 'RA13', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas James', 'personFamilyName': 'Prince', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas James', 'personFamilyName': 'Prince', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas James', 'personFamilyName': 'Prince', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas James', 'personFamilyName': 'Prince', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-16531343828,1-15183152611,Mission Health UK Limited,Registered,2023-07-20,Regus House,Dartford,Kent,South East,DA2 6QD,0778267809,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Olusola Temitayo', 'personFamilyName': 'Babatunde', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-1655211855,1-1602725931,Avelo Care,Registered,2014-09-18,Unit 28 Maple Leaf Business Park,Ramsgate,,South East,CT12 5GD,01843307067,Kent,0.0,Good,2023-04-12,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Julie', 'personFamilyName': 'Parr', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-16580302911,1-12731339341,East Kent Mencap,Registered,2023-08-14,Foresters Hall,Ramsgate,,South East,CT11 9RT,01843808964,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Emma Kirstie', 'personFamilyName': 'Croucher', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Karen Rachel', 'personFamilyName': 'Roberts', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-16601045992,1-1126093531,19 Sheerstone,Registered,2023-09-27,19 Sheerstone,Sittingbourne,,South East,ME9 8RN,01634869200,Kent,1.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Deborah', 'personFamilyName': 'Rogers', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-166512051,1-139035676,Kent Social Care Professionals Domiciliary Service,Registered,2011-02-03,2 Woodville Road,Maidstone,,South East,ME15 7BS,01622764014,Kent,0.0,Requires improvement,2021-10-21,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Melissa Kay', 'personFamilyName': 'Franks', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-16883759741,1-153032466,Portman Smile Clinic Canterbury,Registered,2023-07-31,"20-22 Graylaw House, Ground Floor",Canterbury,,South East,CT1 2UA,01227495123,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-1689022737,1-102642676,Fountains Lodge Care Home,Registered,2014-10-13,13-17 London Road,Tunbridge Wells,Kent,South East,TN4 0RJ,01892682290,Kent,76.0,Good,2019-07-16,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Louise Suzanne', 'personFamilyName': 'Eastwood', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Louise Suzanne', 'personFamilyName': 'Eastwood', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Nursing homes', 'description': 'Care home service with nursing'}]"
1-16911861340,1-153032466,Portman Smile Clinic Folkestone,Registered,2023-08-06,27 Guildhall Street,Folkestone,,South East,CT20 1EB,01303375123,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Jessica Jennie', 'personFamilyName': 'Sharp', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Jessica Jennie', 'personFamilyName': 'Sharp', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Jessica Jennie', 'personFamilyName': 'Sharp', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-16967062508,1-11633500380,Hayley Lodge,Registered,2023-09-26,50 London Road,Canterbury,,South East,CT2 8LF,01227851548,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Ashley Shaun', 'personFamilyName': 'Newstead', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]"
1-1699874449,1-1528803596,One Smile Oral Care Ltd,Registered,2014-12-05,62 High Street,West Malling,Kent,South East,ME19 6LU,01732617177,Kent,0.0,Inspected but not rated,2018-03-02,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Seyed Bijan', 'personFamilyName': 'Mortazavi', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Seyed Bijan', 'personFamilyName': 'Mortazavi', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Seyed Bijan', 'personFamilyName': 'Mortazavi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-1702746318,1-1453874226,Sheerness Health Centre,Registered,2014-10-17,250-262 High Street,Sheerness,Kent,South East,ME12 1UP,01795585255,Kent,0.0,Good,2017-09-19,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': []}, {'name': 'Family planning', 'code': 'RA15', 'contacts': []}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-17062321393,1-15956745905,Pensal Healthcare,Registered,2023-08-17,33 Buttercup Avenue,Sheerness,,South East,ME12 3FX,01795870923,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Kudakwashe Shareman', 'personFamilyName': 'Pensado', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-17131216519,1-4908242320,Rose Cottage,Registered,2023-09-26,Rose Cottage,New Romney,,South East,TN28 8BG,01797362953,Kent,5.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Sandra', 'personFamilyName': 'Kubiliene', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-17191485776,1-16980992385,Aylesford Medical Centre,Registered,2023-10-09,Admiral Moore Drive,Aylesford,Kent,South East,ME20 7SE,01622885880,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': []}, {'name': 'Family planning', 'code': 'RA15', 'contacts': []}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-17194815267,1-101615228,Forbesville,Registered,2023-10-18,157 Dane Road,Margate,,South East,CT9 2LS,01843227173,Kent,1.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Sarah Jayne', 'personFamilyName': 'Boardman', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-1724927101,1-101726978,St James House,Registered,2014-12-22,53-55 Spital Street,Dartford,,South East,DA1 2DX,01322600510,Kent,6.0,Requires improvement,2022-09-03,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Abimbola Abigael', 'personFamilyName': 'Jobi-Stevens', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-1724927443,1-101726978,St James Mews,Registered,2015-03-06,2-3 St James Place,Dartford,Kent,South East,DA1 2ED,01322600511,Kent,9.0,Requires improvement,2023-01-31,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Nicole Kim', 'personFamilyName': 'Webb', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-1728570866,1-1496133721,Emia Dental,Registered,2014-12-02,5 Manor Road,Gravesend,Kent,South East,DA12 1AA,01474357337,Kent,0.0,Inspected but not rated,2017-03-16,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Aurelija', 'personFamilyName': 'Kibelkiene', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Aurelija', 'personFamilyName': 'Kibelkiene', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Aurelija', 'personFamilyName': 'Kibelkiene', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-17364153906,1-17195016066,Calverley Dental Practice,Registered,2024-01-17,8 Goods Station Road,Tunbridge Wells,Kent,South East,TN1 2BJ,07505914168,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Chirag', 'personFamilyName': 'Patel', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-17375373149,1-16380343204,Complete Home Care,Registered,2023-09-15,171 Lunsford Lane,Aylesford,,South East,ME20 6HP,07305338489,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Kelly Louise', 'personFamilyName': 'Kendall', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Kirsty Barbara', 'personFamilyName': 'Webb', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-17376730380,1-15839920663,Heights Healthcare Ltd,Registered,2023-10-27,Flat 3b The Old Library,Maidstone,,South East,ME14 1LH,07960167156,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Shakirah Oyinlola', 'personFamilyName': 'Abubakar', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Shakirah Oyinlola', 'personFamilyName': 'Abubakar', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-17410573294,1-17362529133,Carbasse Implant and Dental Centre,Registered,2023-11-02,166a Cromwell Road,Whitstable,Kent,South East,CT5 1NA,01227273593,Kent,0.0,No published rating,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Jayne', 'personFamilyName': 'Silk', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Jayne', 'personFamilyName': 'Silk', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Jayne', 'personFamilyName': 'Silk', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-17410856148,1-17362529133,Centre for Aesthetic Periodontics & Implantology,Registered,2023-11-02,8 Lonsdale Gardens,Tunbridge Wells,Kent,South East,TN1 1NU,01892617467,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-174159227,1-153005480,Riverside Dental Surgery,Registered,2011-06-09,112 Barden Road,Tonbridge,Kent,South East,TN9 1UJ,01732353880,Kent,0.0,No published rating,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mehrdad', 'personFamilyName': 'Ebrahimi Honarvar', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mehrdad', 'personFamilyName': 'Ebrahimi Honarvar', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mehrdad', 'personFamilyName': 'Ebrahimi Honarvar', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-1751149329,1-1228750455,AB Medical Services (UK) Limited - Office,Registered,2014-10-08,1 Clifford Crescent,Sittingbourne,Kent,South East,ME10 3FL,07590542513,Kent,0.0,Good,2020-04-08,"[{'name': 'Transport services, triage and medical advice provided remotely', 'code': 'RA10', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Ashton Calvin', 'personFamilyName': 'Baker-Pollard', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Ashton Calvin', 'personFamilyName': 'Baker-Pollard', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Ambulances', 'description': 'Ambulance service'}]"
1-17583291130,1-16380343043,Ceaseless Care Limited,Registered,2023-09-21,Regus House,Dartford,Kent,South East,DA2 6QD,02082281112,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Veronica Damilola', 'personFamilyName': 'Ajayi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-17584306524,1-6286043657,Deluxe Healthcare Services,Registered,2023-09-21,3 Abberley Park,Maidstone,,South East,ME14 5GD,07985464021,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Adaobi Millicent', 'personFamilyName': 'Okeke', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-17585208609,1-15977891917,Lagracious Healthcare Limited,Registered,2023-09-21,11 Quartz Way,Sittingbourne,,South East,ME10 5AA,07508073742,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Temilola', 'personFamilyName': 'Olagunju', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-17590652985,1-15929539051,Elite At Home,Registered,2023-09-21,Unit 4a,Margate,,South East,CT9 5QX,01843636188,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': []}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
